,pokedex_number,name,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,percentage_male,experience_growth,capture_rate,classfication,base_egg_steps,base_happiness,base_total,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,generation,is_legendary,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water
249,250,Ho-Oh,Hououホウオウ,106,130,90,110,154,90,199.0,3.8,0.0,1250000,3,Rainbow Pokémon,30720,0,680,"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
250,251,Celebi,Celebiセレビィ,100,100,100,100,100,100,5.0,0.6,0.0,1059860,45,Time Travel Pokémon,30720,100,600,['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
251,252,Treecko,Kimoriキモリ,40,45,35,65,55,70,5.0,0.5,88.1,1059860,45,Wood Gecko Pokémon,5120,70,310,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,253,Grovyle,Juptileジュプトル,50,65,45,85,65,95,21.6,0.9,88.1,1059860,45,Wood Gecko Pokémon,5120,70,405,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
253,254,Sceptile,Jukainジュカイン,70,110,75,145,85,145,52.2,1.7,88.1,1059860,45,Forest Pokémon,5120,70,630,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,255,Torchic,Achamoアチャモ,45,60,40,70,50,45,2.5,0.4,88.1,1059860,45,Chick Pokémon,5120,70,310,"['Blaze', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,256,Combusken,Wakasyamoワカシャモ,60,85,60,85,60,55,19.5,0.9,88.1,1059860,45,Young Fowl Pokémon,5120,70,405,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
256,257,Blaziken,Bursyamoバシャーモ,80,160,80,130,80,100,52.0,1.9,88.1,1059860,45,Blaze Pokémon,5120,70,630,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
257,258,Mudkip,Mizugorouミズゴロウ,50,70,50,50,50,40,7.6,0.4,88.1,1059860,45,Mud Fish Pokémon,5120,70,310,"['Torrent', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,259,Marshtomp,Numacrawヌマクロー,70,85,70,60,70,50,28.0,0.7,88.1,1059860,45,Mud Fish Pokémon,5120,70,405,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
259,260,Swampert,Laglargeラグラージ,100,150,110,95,110,70,81.9,1.5,88.1,1059860,45,Mud Fish Pokémon,5120,70,635,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
260,261,Poochyena,Pochienaポチエナ,35,55,35,30,30,35,13.6,0.5,50.0,1000000,255,Bite Pokémon,3840,70,220,"['Run Away', 'Quick Feet', 'Rattled']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,262,Mightyena,Graenaグラエナ,70,90,70,60,60,70,37.0,1.0,50.0,1000000,127,Bite Pokémon,3840,70,420,"['Intimidate', 'Quick Feet', 'Moxie']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,263,Zigzagoon,Jiguzagumaジグザグマ,38,30,41,30,41,60,17.5,0.4,50.0,1000000,255,Tiny Racoon Pokémon,3840,70,240,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263,264,Linoone,Massugumaマッスグマ,78,70,61,50,61,100,32.5,0.5,50.0,1000000,90,Rush Pokémon,3840,70,420,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264,265,Wurmple,Kemussoケムッソ,45,45,35,20,30,20,3.6,0.3,50.0,1000000,255,Worm Pokémon,3840,70,195,"['Shield Dust', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,266,Silcoon,Karasalisカラサリス,50,35,55,25,25,15,10.0,0.6,50.0,1000000,120,Cocoon Pokémon,3840,70,205,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,267,Beautifly,Agehuntアゲハント,60,70,50,100,50,65,28.4,1.0,50.0,1000000,45,Butterfly Pokémon,3840,70,395,"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,268,Cascoon,Mayuldマユルド,50,35,55,25,25,15,11.5,0.7,50.0,1000000,120,Cocoon Pokémon,3840,70,205,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,269,Dustox,Dokucaleドクケイル,60,50,70,50,90,65,31.6,1.2,50.0,1000000,45,Poison Moth Pokémon,3840,70,385,"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
269,270,Lotad,Hassbohハスボー,40,30,30,40,50,30,2.6,0.5,50.0,1059860,255,Water Weed Pokémon,3840,70,220,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
270,271,Lombre,Hasubreroハスブレロ,60,50,50,60,70,50,32.5,1.2,50.0,1059860,120,Jolly Pokémon,3840,70,340,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
271,272,Ludicolo,Runpappaルンパッパ,80,70,70,90,100,70,55.0,1.5,50.0,1059860,45,Carefree Pokémon,3840,70,480,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272,273,Seedot,Tanebohタネボー,40,40,50,30,30,30,4.0,0.5,50.0,1059860,255,Acorn Pokémon,3840,70,220,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
273,274,Nuzleaf,Konohanaコノハナ,70,70,40,60,40,60,28.0,1.0,50.0,1059860,120,Wily Pokémon,3840,70,340,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,275,Shiftry,Dirtengダーテング,90,100,60,90,60,80,59.6,1.3,50.0,1059860,45,Wickid Pokémon,3840,70,480,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,276,Taillow,Subameスバメ,40,55,30,30,30,85,2.3,0.3,50.0,1059860,200,TinySwallow Pokémon,3840,70,270,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
276,277,Swellow,Ohsubameオオスバメ,60,85,60,75,50,125,19.8,0.7,50.0,1059860,45,Swallow Pokémon,3840,70,455,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
277,278,Wingull,Camomeキャモメ,40,30,30,55,30,85,9.5,0.6,50.0,1000000,190,Seagull Pokémon,5120,70,270,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
278,279,Pelipper,Pelipperペリッパー,60,50,100,95,70,65,28.0,1.2,50.0,1000000,45,Water Bird Pokémon,5120,70,440,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
279,280,Ralts,Raltsラルトス,28,25,25,45,35,40,6.6,0.4,50.0,1250000,235,Feeling Pokémon,5120,35,198,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
280,281,Kirlia,Kirliaキルリア,38,35,35,65,55,50,20.2,0.8,50.0,1250000,120,Emotion Pokémon,5120,35,278,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
281,282,Gardevoir,Sirnightサーナイト,68,85,65,165,135,100,48.4,1.6,50.0,1250000,45,Embrace Pokémon,5120,35,618,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
282,283,Surskit,Ametamaアメタマ,40,30,32,50,52,65,1.7,0.5,50.0,1000000,200,Pond Skater Pokémon,3840,70,269,"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,284,Masquerain,Amemothアメモース,70,60,62,100,82,80,3.6,0.8,50.0,1000000,75,Eyeball Pokémon,3840,70,454,"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
284,285,Shroomish,Kinococoキノココ,60,40,60,40,60,35,4.5,0.4,50.0,1640000,255,Mushroom Pokémon,3840,70,295,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
285,286,Breloom,Kinogassaキノガッサ,60,130,80,60,60,70,39.2,1.2,50.0,1640000,90,Mushroom Pokémon,3840,70,460,"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
286,287,Slakoth,Namakeroナマケロ,60,60,60,35,35,30,24.0,0.8,50.0,1250000,255,Slacker Pokémon,3840,70,280,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
287,288,Vigoroth,Yarukimonoヤルキモノ,80,80,80,55,55,90,46.5,1.4,50.0,1250000,120,Wild Monkey Pokémon,3840,70,440,['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,289,Slaking,Kekkingケッキング,150,160,100,95,65,100,130.5,2.0,50.0,1250000,45,Lazy Pokémon,3840,70,670,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,290,Nincada,Tutininツチニン,31,45,90,30,30,40,5.5,0.5,50.0,600000,255,Trainee Pokémon,3840,70,266,"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
290,291,Ninjask,Tekkaninテッカニン,61,90,45,50,50,160,12.0,0.8,50.0,600000,120,Ninja Pokémon,3840,70,456,"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,292,Shedinja,Nukeninヌケニン,1,90,45,30,30,40,1.2,0.8,0.0,600000,45,Shed Pokémon,3840,70,236,['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
292,293,Whismur,Gonyonyoゴニョニョ,64,51,23,51,23,28,16.3,0.6,50.0,1059860,190,Whisper Pokémon,5120,70,240,"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293,294,Loudred,Dogohmbドゴーム,84,71,43,71,43,48,40.5,1.0,50.0,1059860,120,Big Voice Pokémon,5120,70,360,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
294,295,Exploud,Bakuongバクオング,104,91,63,91,73,68,84.0,1.5,50.0,1059860,45,Loud Noise Pokémon,5120,70,490,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295,296,Makuhita,Makunoshitaマクノシタ,72,60,30,20,30,25,86.4,1.0,75.4,1640000,180,Guts Pokémon,5120,70,237,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296,297,Hariyama,Hariteyamaハリテヤマ,144,120,60,40,60,50,253.8,2.3,75.4,1640000,200,Arm Thrust Pokémon,5120,70,474,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297,298,Azurill,Ruririルリリ,50,20,40,20,40,20,2.0,0.2,24.6,800000,150,Polka Dot Pokémon,2560,70,190,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
298,299,Nosepass,Nosepassノズパス,30,45,135,45,90,30,97.0,1.0,50.0,1000000,255,Compass Pokémon,5120,70,375,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,300,Skitty,Enecoエネコ,50,45,45,35,35,50,11.0,0.6,24.6,800000,255,Kitten Pokémon,3840,70,260,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300,301,Delcatty,Enekororoエネコロロ,70,65,65,55,55,90,32.6,1.1,24.6,800000,60,Prim Pokémon,3840,70,400,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
301,302,Sableye,Yamiramiヤミラミ,50,85,125,85,115,20,11.0,0.5,50.0,1059860,45,Darkness Pokémon,6400,35,480,"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
302,303,Mawile,Kucheatクチート,50,105,125,55,95,50,11.5,0.6,50.0,800000,45,Deceiver Pokémon,5120,70,480,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
303,304,Aron,Cokodoraココドラ,50,70,100,40,40,30,60.0,0.4,50.0,1250000,180,Iron Armor Pokémon,8960,35,330,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
304,305,Lairon,Kodoraコドラ,60,90,140,50,50,40,120.0,0.9,50.0,1250000,90,Iron Armor Pokémon,8960,35,430,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
305,306,Aggron,Bossgodoraボスゴドラ,70,140,230,60,80,50,360.0,2.1,50.0,1250000,45,Iron Armor Pokémon,8960,35,630,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
306,307,Meditite,Asananアサナン,30,40,55,40,55,60,11.2,0.6,50.0,1000000,180,Meditate Pokémon,5120,70,280,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
307,308,Medicham,Charemチャーレム,60,100,85,80,85,100,31.5,1.3,50.0,1000000,90,Meditate Pokémon,5120,70,510,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
308,309,Electrike,Rakuraiラクライ,40,45,40,65,40,65,15.2,0.6,50.0,1250000,120,Lightning Pokémon,5120,70,295,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,310,Manectric,Livoltライボルト,70,75,80,135,80,135,40.2,1.5,50.0,1250000,45,Discharge Pokémon,5120,70,575,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,311,Plusle,Prasleプラスル,60,50,40,85,75,95,4.2,0.4,50.0,1000000,200,Cheering Pokémon,5120,70,405,"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,312,Minun,Minunマイナン,60,40,50,75,85,95,4.2,0.4,50.0,1000000,200,Cheering Pokémon,5120,70,405,"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,313,Volbeat,Barubeatバルビート,65,73,75,47,85,85,17.7,0.7,100.0,600000,150,Firefly Pokémon,3840,70,430,"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,314,Illumise,Illumiseイルミーゼ,65,47,75,73,85,85,17.7,0.6,0.0,1640000,150,Firefly Pokémon,3840,70,430,"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,315,Roselia,Roseliaロゼリア,50,60,45,100,80,65,2.0,0.3,50.0,1059860,150,Thorn Pokémon,5120,70,400,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
315,316,Gulpin,Gokulinゴクリン,70,43,53,43,53,40,10.3,0.4,50.0,1640000,225,Stomach Pokémon,5120,70,302,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
316,317,Swalot,Marunoomマルノーム,100,73,83,73,83,55,80.0,1.7,50.0,1640000,75,Poison Bag Pokémon,5120,70,467,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
